transaction_id,step,orig_id,dest_id,amount,isFraud_true,fraud_prob_pred,isFraud_pred,day
119251484,192,209220,346800,898.31006,0,0.119286954,0,8
119251485,192,334980,296580,471.81836,0,0.15975222,0,8
119251486,192,288960,451240,126.3923,0,0.10700998,0,8
119251487,192,148680,368290,7648.3438,0,0.04992063,0,8
119251488,192,377340,357370,170.86021,0,0.10067072,0,8
119251489,192,420600,143331,392.7128,0,0.09223835,0,8
119251490,192,87030,293300,1281.7443,0,0.16367869,0,8
119251491,192,115010,113081,1462.6025,0,0.08630597,0,8
119251492,192,439350,413481,469.44696,0,0.071932204,0,8
119251493,192,312780,407711,3550.7322,0,0.12476699,0,8
119251494,192,447530,110220,11122.156,0,0.0456807,0,8
119251495,192,58541,467650,488.30096,0,0.18091004,0,8
119251496,192,394151,42500,720.0677,0,0.06602146,0,8
119251497,192,60660,347791,1155.6089,0,0.20278083,0,8
119251498,192,38810,366160,174.2503,0,0.06743067,0,8
119251499,192,87640,320541,941.3333,0,0.13264528,0,8
119251500,192,428440,281610,643.86365,0,0.16513278,0,8
119251501,192,472921,49500,60364.383,0,0.15725747,0,8
119251502,192,379890,396300,292.92422,0,0.09001199,0,8
119251503,192,279970,59531,30926.406,0,0.09770545,0,8
119251504,192,114420,150590,834.406,0,0.10011729,0,8
119251505,192,349630,62050,2949.5283,0,0.053938083,0,8
119251506,192,78050,309451,2980.8528,0,0.026226198,0,8
119251507,192,300990,482520,296.31256,0,0.14337051,0,8
119251508,192,327430,455820,2353.3372,0,0.06417607,0,8
119251509,192,279530,418780,404.70837,0,0.15894961,0,8
119251510,192,320340,434700,446.63934,0,0.1337231,0,8
119251511,192,99400,153740,20863.787,0,0.049086846,0,8
119251512,192,445740,384100,453.587,0,0.10554185,0,8
119251513,192,121080,409330,1019.0895,0,0.15228236,0,8
119251514,192,241420,52960,4932.4316,0,0.05258237,0,8
119251515,192,385330,101190,266.18317,0,0.15112613,0,8
119251516,192,391980,333570,466.33868,0,0.08686954,0,8
119251517,192,325380,291300,1302.2172,0,0.14811419,0,8
119251518,192,266390,409430,896.59436,0,0.13585222,0,8
119251519,192,167670,30730,1354.5791,0,0.035111792,0,8
119251520,192,272210,137840,99.974144,0,0.083534874,0,8
119251521,192,19210,293381,733.0957,0,0.075309366,0,8
119251522,192,441220,240810,14102.24,0,0.042121172,0,8
119251523,192,344090,328440,633.57715,0,0.14082153,0,8
119251524,192,198200,223430,248.1764,0,0.21682236,0,8
119251525,192,360590,53070,5714.8467,0,0.022898681,0,8
119251526,192,258920,90290,21624.467,0,0.048419952,0,8
119251527,192,113081,148630,20912.709,0,0.05896787,0,8
119251528,192,430320,113700,9577.747,0,0.068486884,0,8
119251529,192,7251,35270,7692.3843,0,0.03597315,0,8
119251530,192,132930,290190,41632.656,0,0.12916023,0,8
119251531,192,283350,347050,2533.054,0,0.040603958,0,8
119251532,192,143960,272100,613.42615,0,0.04785247,0,8
119251533,192,382651,210740,4155.7007,0,0.047443464,0,8
119251534,192,336280,127090,2189.5964,0,0.08950658,0,8
119251535,192,264810,106610,2800.1868,0,0.06925595,0,8
119251536,192,278650,270070,891.60034,0,0.09514179,0,8
119251537,192,338720,204440,3118.6003,0,0.080046326,0,8
119251538,192,226520,233430,727.7529,0,0.18521109,0,8
119251539,192,386150,136030,1622.2638,0,0.19463097,0,8
119251540,192,413020,114540,595.91266,0,0.0812655,0,8
119251541,192,199340,491370,1273.7029,0,0.06696789,0,8
119251542,192,119100,238960,282.3973,0,0.17937846,0,8
119251543,192,284680,185410,1485.4934,1,0.58050954,1,8
119251544,192,484040,134400,4387.1294,0,0.12816007,0,8
119251545,192,76920,64130,320.91382,0,0.10538416,0,8
119251546,192,408160,137870,1027.4822,0,0.062721126,0,8
119251547,192,243100,497731,965.6434,0,0.05888734,0,8
119251548,192,377310,262830,9897.933,0,0.032740176,0,8
119251549,192,39180,30580,1263.0624,0,0.21201038,0,8
119251550,192,498680,492990,1299.7633,0,0.17125766,0,8
119251551,192,181030,211910,8189.6104,0,0.044479165,0,8
119251552,192,49540,259650,4117.766,0,0.07766811,0,8
119251553,192,243040,9580,2984.7656,0,0.036467966,0,8
119251554,192,266500,32210,2842.4006,0,0.061922614,0,8
119251555,192,446520,99670,2350.8374,0,0.046564873,0,8
119251556,192,341660,454740,920.4101,0,0.076252535,0,8
119251557,192,375230,395730,1125.656,0,0.037558995,0,8
119251558,192,241480,30740,2638.886,0,0.060621087,0,8
119251559,192,106880,51090,4634.4834,1,0.615589,1,8
119251560,192,434700,136540,304.28287,0,0.09918481,0,8
119251561,192,375890,179300,296.83542,0,0.18139495,0,8
119251562,192,440540,463910,1481.8829,0,0.04479556,0,8
119251563,192,341000,364510,667.1203,0,0.08677067,0,8
119251564,192,469150,171850,6932.2324,0,0.061230093,0,8
119251565,192,327951,453410,5954.071,0,0.042432833,0,8
119251566,192,21720,263021,279.46387,0,0.07341815,0,8
119251567,192,267310,367800,1590.41,0,0.08077405,0,8
119251568,192,37700,267730,598.2364,0,0.1302386,0,8
119251569,192,31930,202570,955.34607,0,0.21666181,0,8
