transaction_id,step,orig_id,dest_id,amount,isFraud_true,fraud_prob_pred,isFraud_pred,day
114438572,144,193080,266340,4028.595,0,0.12986301,0,6
114438573,144,156690,157550,211.40974,0,0.19448598,0,6
114438574,144,359590,94380,8838.17,0,0.049925953,0,6
114438575,144,455840,70780,3445.6,0,0.049043473,0,6
114438576,144,41390,363440,463.97253,0,0.14336583,0,6
114438577,144,76220,440630,799.99243,0,0.15307252,0,6
114438578,144,89270,96460,506.01224,0,0.12529992,0,6
114438579,144,282450,464320,288.41727,0,0.09240817,0,6
114438580,144,137570,124540,4201.438,0,0.053922977,0,6
114438581,144,277770,282600,3170.9236,0,0.0614276,0,6
114438582,144,264430,100570,397.6784,0,0.232984,0,6
114438583,144,333480,446270,66.756516,0,0.10776043,0,6
114438584,144,88490,184800,1304.568,1,0.6315742,1,6
114438585,144,351920,126220,1481.7245,0,0.03902443,0,6
114438586,144,21630,272250,716.3396,0,0.058265217,0,6
114438587,144,409870,23090,7477.6943,0,0.0536867,0,6
114438588,144,33521,183710,2218.4348,0,0.0330294,0,6
114438589,144,280730,63530,2420.8408,0,0.057183713,0,6
114438590,144,128620,162420,3043.4956,0,0.06728166,0,6
114438591,144,265710,219460,1105.779,0,0.067274526,0,6
114438592,144,245600,47160,7365.304,0,0.04659153,0,6
114438593,144,232650,296470,26954.445,0,0.084146306,0,6
114438594,144,289100,473410,6565.1733,0,0.074141935,0,6
114438595,144,308800,90781,1716.8319,0,0.034153145,0,6
114438596,144,475750,52960,696.26056,0,0.07164438,0,6
114438597,144,186270,169360,1535.6515,0,0.034405928,0,6
114438598,144,413150,71430,1248.478,0,0.07577859,0,6
114438599,144,169740,118941,1539.611,0,0.112649545,0,6
114438600,144,216170,418341,6510.711,0,0.058436878,0,6
114438601,144,83730,43750,4251.237,0,0.039821517,0,6
114438602,144,331781,176500,1541.5198,0,0.06502541,0,6
114438603,144,265380,91341,4527.2456,0,0.029659905,0,6
114438604,144,143440,162790,12067.415,0,0.051690906,0,6
114438605,144,14550,372920,9090.821,0,0.038065173,0,6
114438606,144,14490,160680,661.04254,0,0.12555149,0,6
114438607,144,197210,223670,199.9525,0,0.08034487,0,6
114438608,144,235220,167871,363.38394,0,0.16150708,0,6
114438609,144,131040,309870,1254.8757,0,0.07929023,0,6
114438610,144,234990,444620,4853.513,0,0.07482768,0,6
114438611,144,100230,238601,304.4202,0,0.3000013,0,6
114438612,144,355560,411270,2073.8184,0,0.04628006,0,6
114438613,144,136750,126300,24920.887,0,0.071839385,0,6
114438614,144,133320,28940,2213.503,0,0.18522896,0,6
114438615,144,212000,3200,315.83472,0,0.062032416,0,6
114438616,144,206900,444580,215.46959,0,0.16986765,0,6
114438617,144,140310,128970,2851.464,0,0.02214158,0,6
114438618,144,394740,459720,1804.716,0,0.07861001,0,6
114438619,144,73520,161480,1132.0258,0,0.039967883,0,6
114438620,144,424860,157801,3130.2063,0,0.07579123,0,6
114438621,144,458430,396240,13402.379,0,0.07297505,0,6
114438622,144,322160,148630,375.70297,0,0.12941103,0,6
114438623,144,136740,291580,3769.8296,0,0.047983766,0,6
114438624,144,283070,39331,3761.4778,0,0.0738386,0,6
114438625,144,250400,176040,10732.869,0,0.043347277,0,6
114438626,144,267050,155810,4255.3047,0,0.047785625,0,6
114438627,144,306570,409710,1250.6606,0,0.0844866,0,6
114438628,144,456270,10290,2224.9668,0,0.06032622,0,6
114438629,144,181240,172300,111.99046,0,0.16603793,0,6
114438630,144,203510,296440,12145.144,0,0.03863951,0,6
114438631,144,136520,485370,977.0778,0,0.19804461,0,6
114438632,144,436180,54940,13627.916,0,0.073994406,0,6
114438633,144,228940,467490,271.10938,0,0.10175204,0,6
114438634,144,319680,100401,420.2419,0,0.088383675,0,6
114438635,144,480670,455080,574.9235,0,0.14764623,0,6
114438636,144,413260,216570,4260.8745,0,0.024105277,0,6
114438637,144,427350,60920,131.96616,0,0.11452106,0,6
114438638,144,408600,386550,1843.7515,0,0.059661247,0,6
114438639,144,329240,372010,4083.1,0,0.048491105,0,6
114438640,144,348610,497040,1746.8842,0,0.09589274,0,6
114438641,144,393480,230100,501.38464,0,0.050613683,0,6
114438642,144,37130,220730,11844.398,0,0.032695748,0,6
114438643,144,81900,387830,2022.6501,0,0.046433005,0,6
114438644,144,242290,265860,509.0312,0,0.14195389,0,6
114438645,144,132990,395340,701.3923,0,0.14930946,0,6
114438646,144,271370,237960,5634.1963,0,0.041965928,0,6
114438647,144,438010,487470,1134.6887,0,0.07074416,0,6
114438648,144,9760,424491,129.81415,0,0.058936007,0,6
114438649,144,300980,73211,1965.2533,0,0.2436218,0,6
114438650,144,466320,219560,7117.774,0,0.11440807,0,6
114438651,144,418430,110120,673.7973,0,0.07889807,0,6
114438652,144,266980,21550,40415.387,0,0.08528961,0,6
114438653,144,394300,478000,2004.2754,0,0.033258177,0,6
114438654,144,118760,22390,1894.1128,0,0.067799255,0,6
114438655,144,427090,448630,1973.487,0,0.07595058,0,6
114438656,144,7520,300630,297.69498,0,0.18582334,0,6
114438657,144,452320,178150,392.51645,0,0.084691755,0,6
114438658,144,289960,66241,2728.4495,0,0.065618075,0,6
114438659,144,350570,333550,1633.2478,0,0.0521478,0,6
114438660,144,416201,309740,5279.149,0,0.040089414,0,6
114438661,144,193770,377111,986.1422,0,0.22688177,0,6
