transaction_id,step,orig_id,dest_id,amount,isFraud_true,fraud_prob_pred,isFraud_pred,day
133690636,336,277700,425821,5518.729,0,0.042435043,0,14
133690637,336,331050,93491,3354.6294,0,0.0284616,0,14
133690638,336,404810,13120,4516.8203,0,0.080369525,0,14
133690639,336,102320,146020,20120.988,0,0.061873607,0,14
133690640,336,385800,499820,1626.6965,1,0.6829687,1,14
133690641,336,349970,270881,294.96777,0,0.08688928,0,14
133690642,336,389370,125730,614.72736,0,0.03779291,0,14
133690643,336,360380,346650,48931.656,0,0.06156971,0,14
133690644,336,260200,77280,1166.5963,0,0.12517695,0,14
133690645,336,69190,490610,248.2365,0,0.11928481,0,14
133690646,336,102450,199380,1993.0839,0,0.039152876,0,14
133690647,336,88790,334840,1008.1743,0,0.036218226,0,14
133690648,336,475930,224100,5597.258,0,0.06347277,0,14
133690649,336,375480,363890,606.06165,0,0.07915395,0,14
133690650,336,432950,83481,7445.5366,0,0.018217033,0,14
133690651,336,407910,51600,1044.9457,0,0.0902495,0,14
133690652,336,50460,497101,250.2993,0,0.095205866,0,14
133690653,336,288921,336450,4754.6646,0,0.056223795,0,14
133690654,336,433470,80890,653.45795,0,0.21288642,0,14
133690655,336,438490,363271,2592.8005,0,0.05122037,0,14
133690656,336,120470,110230,5423.702,0,0.051357295,0,14
133690657,336,59320,87590,1617.9229,0,0.12778609,0,14
133690658,336,365120,356511,1555.1753,0,0.3093067,0,14
133690659,336,81700,387490,761.55414,0,0.13424404,0,14
133690660,336,250440,135410,230.15703,0,0.1599749,0,14
133690661,336,493070,401290,796.4421,0,0.04132763,0,14
133690662,336,196650,466480,923.2597,0,0.036973786,0,14
133690663,336,246850,257000,2088.035,0,0.15805964,0,14
133690664,336,179421,492000,706.8722,0,0.057102136,0,14
133690665,336,141630,15270,1021.7073,0,0.101590835,0,14
133690666,336,158830,271650,857.8021,0,0.07389449,0,14
133690667,336,430060,110740,30670.127,0,0.044024922,0,14
133690668,336,399540,454371,309.77847,0,0.030649442,0,14
133690669,336,68450,217190,2166.4148,0,0.07378421,0,14
133690670,336,221770,36880,1606.8236,0,0.04585601,0,14
133690671,336,6380,208810,197.15936,0,0.093212254,0,14
133690672,336,190480,90600,488.837,0,0.09109128,0,14
133690673,336,198900,435380,4262.1685,0,0.0454309,0,14
133690674,336,331920,226120,6073.7505,0,0.08283886,0,14
133690675,336,183870,320600,2870.8306,0,0.14107183,0,14
133690676,336,61230,187230,16362.047,0,0.03575885,0,14
133690677,336,100010,338640,17111.703,0,0.050301626,0,14
133690678,336,184750,331380,7351.7715,0,0.04600067,0,14
133690679,336,65180,358710,1363.5969,0,0.07496586,0,14
133690680,336,312970,351480,815.7241,0,0.16453384,0,14
133690681,336,354710,395280,146.96268,0,0.19359449,0,14
133690682,336,351080,368780,750.36066,0,0.101443976,0,14
133690683,336,363430,171720,1800.8932,0,0.24355969,0,14
133690684,336,383370,165130,477.1,0,0.10057358,0,14
133690685,336,2840,301300,6000.655,0,0.039821543,0,14
133690686,336,147960,490950,2638.7031,0,0.09060771,0,14
133690687,336,155760,412480,2198.1416,0,0.04272594,0,14
133690688,336,216110,190751,807.63196,0,0.075493135,0,14
133690689,336,170370,371320,761.2944,0,0.06596132,0,14
133690690,336,230690,370070,11142.087,0,0.033674844,0,14
133690691,336,70000,76960,2167.9753,0,0.046095576,0,14
133690692,336,398100,460661,2567.2654,0,0.08307809,0,14
133690693,336,281531,76500,3134.4434,0,0.048008244,0,14
133690694,336,186730,73380,778.1515,0,0.08801468,0,14
133690695,336,451440,443560,1192.1855,0,0.052462943,0,14
133690696,336,355350,236340,138.204,0,0.10937043,0,14
133690697,336,168630,320551,31035.816,0,0.19768162,0,14
133690698,336,1690,478430,7351.512,0,0.019371975,0,14
133690699,336,466870,96230,379.63565,0,0.06402389,0,14
133690700,336,2760,309120,6616.976,0,0.042389985,0,14
133690701,336,353760,351860,352.83466,0,0.10718886,0,14
133690702,336,254970,203120,1470.4331,0,0.20266491,0,14
133690703,336,221760,465440,6733.171,0,0.0077761197,0,14
133690704,336,310610,83760,2641.7056,0,0.07556615,0,14
133690705,336,470990,336860,207.57082,0,0.11459127,0,14
133690706,336,271850,468710,1544.7656,0,0.041276526,0,14
133690707,336,96811,72140,337.76788,0,0.06290476,0,14
133690708,336,270650,459520,1000.56805,0,0.16347468,0,14
133690709,336,244730,9680,1874.9651,0,0.122618064,0,14
133690710,336,181740,327360,512.2495,0,0.07152163,0,14
133690711,336,256670,437510,4691.9336,0,0.057867456,0,14
133690712,336,62460,68231,420.55518,0,0.06546048,0,14
133690713,336,314830,343290,239.64426,0,0.057327297,0,14
133690714,336,148640,267080,2471.9136,0,0.026870422,0,14
133690715,336,278750,492790,14590.1045,0,0.038945552,0,14
133690716,336,209150,252360,12817.316,0,0.110523105,0,14
133690717,336,379850,224140,100.690254,0,0.09043086,0,14
133690718,336,424230,70870,700.2978,0,0.1031702,0,14
133690719,336,184800,172701,626.8197,1,0.7293633,1,14
133690720,336,412780,331450,142.76031,0,0.10121131,0,14
133690721,336,104250,458040,2743.744,0,0.06206304,0,14
133690722,336,338540,103040,2460.384,0,0.048259504,0,14
