transaction_id,step,orig_id,dest_id,amount,isFraud_true,fraud_prob_pred,isFraud_pred,day
136097020,360,388380,486380,703.3741,0,0.15624228,0,15
136097021,360,259520,406730,1010.4998,0,0.103378825,0,15
136097022,360,122770,263290,1141.7184,0,0.18770954,0,15
136097023,360,156450,37000,623.14545,0,0.04452878,0,15
136097024,360,85500,109080,4201.336,0,0.076432735,0,15
136097025,360,376060,325080,1147.6372,0,0.09521378,0,15
136097026,360,13870,172410,477.27283,0,0.07237358,0,15
136097027,360,233860,378370,1221.4586,0,0.049729988,0,15
136097028,360,22470,455770,12825.016,0,0.11404867,0,15
136097029,360,258800,452780,14025.735,0,0.03276271,0,15
136097030,360,419940,95560,4814.2065,0,0.08529185,0,15
136097031,360,258880,327550,3789.298,0,0.04589369,0,15
136097032,360,391590,272080,694.761,0,0.08004742,0,15
136097033,360,119640,57790,765.35614,0,0.14219227,0,15
136097034,360,500,214740,6075.955,0,0.05000317,0,15
136097035,360,297040,245670,513.7622,0,0.029454863,0,15
136097036,360,143240,278701,390.12555,0,0.07685087,0,15
136097037,360,316030,69350,898.19135,0,0.060538556,0,15
136097038,360,8270,394200,1659.0916,0,0.044591095,0,15
136097039,360,381090,483290,240.45753,0,0.06506192,0,15
136097040,360,188830,255501,391.19647,0,0.23586594,0,15
136097041,360,240530,268520,3034.252,0,0.07110984,0,15
136097042,360,112950,247870,999.5127,0,0.060856357,0,15
136097043,360,428960,172290,7388.231,0,0.06827424,0,15
136097044,360,58240,445540,4206.4126,0,0.06674857,0,15
136097045,360,133200,56700,30490.555,1,0.6012043,1,15
136097046,360,74180,330051,3567.19,1,0.7245031,1,15
136097047,360,323610,91930,1908.1891,0,0.028478839,0,15
136097048,360,407350,22440,650.7589,0,0.10864397,0,15
136097049,360,13680,492070,2261.27,0,0.1354209,0,15
136097050,360,382600,210210,856.60376,0,0.15709598,0,15
136097051,360,288380,476730,3869.0764,0,0.055345193,0,15
136097052,360,41640,233160,518.78033,0,0.11588119,0,15
136097053,360,434700,266180,148.16072,0,0.20876735,0,15
136097054,360,261210,229701,981.70764,0,0.14283057,0,15
136097055,360,50440,413030,2950.0813,0,0.049142074,0,15
136097056,360,469140,472400,8791.2705,0,0.020434663,0,15
136097057,360,200370,318660,1373.8584,0,0.032187022,0,15
136097058,360,311071,262730,3618.8525,0,0.05908842,0,15
136097059,360,207830,289670,2826.7007,0,0.07199804,0,15
136097060,360,477820,247290,729.4541,0,0.093700476,0,15
136097061,360,171910,346781,11315.311,0,0.100180455,0,15
136097062,360,321380,482100,258.57916,0,0.10572863,0,15
136097063,360,150060,153561,215.22327,0,0.17649697,0,15
136097064,360,310890,221960,1340.7338,0,0.2233751,0,15
136097065,360,295480,96930,1583.3158,0,0.060984157,0,15
136097066,360,272260,8980,10043.77,0,0.05666414,0,15
136097067,360,393761,2140,4125.132,0,0.06392588,0,15
136097068,360,188480,273071,225.71117,0,0.15803842,0,15
136097069,360,258111,219361,323.5238,0,0.21944049,0,15
136097070,360,268321,473070,3061.029,0,0.032492206,0,15
136097071,360,148760,286940,32335.93,0,0.13973296,0,15
136097072,360,205460,48070,913.34,0,0.071562156,0,15
136097073,360,429250,230670,744.2868,0,0.24306211,0,15
136097074,360,23550,480420,11027.941,0,0.06533123,0,15
136097075,360,173780,281030,380.7891,0,0.16182296,0,15
136097076,360,408100,312030,1441.8478,0,0.06491612,0,15
136097077,360,21520,480410,1593.9187,0,0.033597577,0,15
136097078,360,52730,355150,3085.4355,0,0.094388604,0,15
136097079,360,266750,84970,2903.0767,0,0.048668135,0,15
136097080,360,84470,374651,4935.1675,0,0.117880866,0,15
136097081,360,454200,271720,378.5578,0,0.08977345,0,15
136097082,360,236130,466320,7552.6646,0,0.060806762,0,15
136097083,360,76940,208010,3184.0276,0,0.03924928,0,15
136097084,360,429770,490910,1775.0331,0,0.03236763,0,15
136097085,360,248870,58851,818.20013,0,0.07367335,0,15
136097086,360,369020,56670,17272.371,0,0.04578873,0,15
136097087,360,474990,397370,1863.8955,0,0.052868288,0,15
136097088,360,371740,463080,20564.09,0,0.07399684,0,15
136097089,360,90670,46480,832.81604,0,0.14212759,0,15
136097090,360,452900,244980,2328.6738,0,0.021404037,0,15
136097091,360,194710,67510,19748.562,0,0.0751897,0,15
136097092,360,486310,252060,28.43317,0,0.16897322,0,15
136097093,360,277910,430540,4102.0195,0,0.067971356,0,15
136097094,360,51110,185280,255.17421,0,0.07855484,0,15
136097095,360,18040,150410,1021.16833,0,0.06284273,0,15
136097096,360,32580,480230,6384.545,0,0.026861072,0,15
136097097,360,358010,117220,302.9044,0,0.06740721,0,15
136097098,360,22840,293790,11173.758,0,0.051281217,0,15
136097099,360,205790,32811,1035.5784,1,0.70738,1,15
136097100,360,243610,494350,1518.0691,0,0.047178444,0,15
136097101,360,133580,218690,2352.436,0,0.044674408,0,15
136097102,360,161760,202050,271.24323,0,0.18641712,0,15
136097103,360,435550,400090,8190.784,0,0.055774137,0,15
136097104,360,367180,330190,1868.3756,0,0.045245457,0,15
136097105,360,260721,141820,2604.5876,0,0.04810675,0,15
136097106,360,240840,313020,5028.4614,0,0.08856034,0,15
136097107,360,77750,25280,11449.343,0,0.03373094,0,15
136097108,360,77690,65830,4123.74,0,0.07223763,0,15
136097109,360,233620,13780,16315.234,0,0.03456387,0,15
136097110,360,225900,93300,3604.2317,0,0.07196507,0,15
136097111,360,94770,69740,48092.484,0,0.06279235,0,15
136097112,360,78880,60560,372.8278,0,0.043407984,0,15
136097113,360,226200,268220,1341.4438,0,0.091547556,0,15
136097114,360,9840,346730,24.168102,0,0.13532941,0,15
136097115,360,466910,247700,184.76576,0,0.1485371,0,15
136097116,360,282850,366540,407.90906,0,0.077857524,0,15
136097117,360,15410,130561,337.59082,0,0.07230936,0,15
136097118,360,197010,457721,409.66098,0,0.07769257,0,15
136097119,360,68520,359461,4353.4067,0,0.03610912,0,15
136097120,360,237020,426540,3739.9614,0,0.13665727,0,15
136097121,360,26200,314280,1625.2363,0,0.053063944,0,15
136097122,360,417190,203860,2742.3276,0,0.0755727,0,15
136097123,360,6370,236180,2645.3774,0,0.035508126,0,15
136097124,360,402110,405010,1714.5985,0,0.061151996,0,15
136097125,360,174760,426360,1855.9722,0,0.083709955,0,15
136097126,360,464980,399910,11352.586,0,0.037702445,0,15
136097127,360,447690,130150,1611.096,0,0.07532476,0,15
136097128,360,397420,224381,1003.6882,0,0.0984964,0,15
136097129,360,157211,129250,1532.1979,0,0.0676148,0,15
136097130,360,300240,155120,1146.5007,0,0.044300858,0,15
136097131,360,416600,103530,856.1863,0,0.036451906,0,15
136097132,360,230650,330701,496.31497,0,0.19866891,0,15
136097133,360,332440,159750,23867.605,0,0.04792911,0,15
136097134,360,162220,391730,250.5043,0,0.13924523,0,15
136097135,360,110210,331020,8620.11,0,0.07653627,0,15
136097136,360,352290,161400,643.15967,0,0.100867115,0,15
136097137,360,186110,362160,357.5318,0,0.081062146,0,15
136097138,360,330040,16670,9888.267,0,0.03688403,0,15
136097139,360,365820,358200,241.28516,0,0.11538556,0,15
136097140,360,346840,483400,2816.6633,0,0.03220755,0,15
136097141,360,85600,428810,362.9327,0,0.24481739,0,15
136097142,360,372980,54700,10671.425,0,0.05344318,0,15
136097143,360,489590,39650,95090.484,0,0.25549442,0,15
136097144,360,14850,220780,3867.8413,1,0.60217524,1,15
136097145,360,267240,302290,5523.269,0,0.062085055,0,15
136097146,360,135990,355610,358.79013,0,0.090521745,0,15
136097147,360,214680,348600,928.1459,0,0.058011953,0,15
136197148,361,376160,3920,205.84132,0,0.13985898,0,15
136197149,361,228330,443130,875.5865,0,0.12481899,0,15
