transaction_id,step,orig_id,dest_id,amount,isFraud_true,fraud_prob_pred,isFraud_pred,day
1504135659,504,296800,32811,2060.0305,0,0.09878185,0,21
1504135660,504,317420,290030,3490.7446,0,0.045640588,0,21
1504135661,504,108700,158341,1720.6964,0,0.037901364,0,21
1504135662,504,294040,464740,2878.5356,0,0.02401321,0,21
1504135663,504,64690,139510,285.93668,0,0.17620257,0,21
1504135664,504,22690,325030,481.25543,0,0.08328096,0,21
1504135665,504,182370,273800,10335.639,0,0.05999254,0,21
1504135666,504,232890,260260,6013.4043,1,0.4686526,0,21
1504135667,504,466100,149910,9080.447,0,0.11219144,0,21
1504135668,504,253460,142180,1804.5916,0,0.03849131,0,21
1504135669,504,80910,209220,4615.1963,0,0.096628636,0,21
1504135670,504,332870,241830,478.50412,0,0.028429665,0,21
1504135671,504,182490,461891,1007.8639,0,0.261288,0,21
1504135672,504,128340,427860,1599.4729,0,0.074786276,0,21
1504135673,504,475970,100,3818.315,0,0.047380075,0,21
1504135674,504,489840,307290,6829.8,0,0.034215793,0,21
1504135675,504,10330,138950,1254.9839,0,0.1520061,0,21
1504135676,504,441720,257850,1035.892,0,0.029762821,0,21
1504135677,504,373750,461161,1798.3147,0,0.3136916,0,21
1504135678,504,382780,314480,8028.8394,0,0.06937461,0,21
1504135679,504,277260,235380,1313.3976,0,0.17397249,0,21
1504135680,504,127810,183220,461.01248,0,0.09056829,0,21
1504135681,504,250720,248280,4247.9277,0,0.11221384,0,21
1504135682,504,35810,302340,11747.057,0,0.043148436,0,21
1504135683,504,429290,455660,417.50256,0,0.110562794,0,21
1504135684,504,92300,18760,307.2799,0,0.11106795,0,21
1504135685,504,281940,99930,427.18457,0,0.069028385,0,21
1504135686,504,339920,451931,37774.88,0,0.036715172,0,21
1504135687,504,377150,282330,27310.125,0,0.0788901,0,21
1504135688,504,467850,79090,4107.4917,0,0.07195293,0,21
1504135689,504,45960,221471,3769.9592,0,0.031317797,0,21
1504135690,504,139330,254511,1060.114,0,0.07582347,0,21
1504135691,504,99540,121850,1391.1588,0,0.07683844,0,21
1504135692,504,383400,370670,270.31552,0,0.20785728,0,21
1504135693,504,60780,99120,476.5587,0,0.09313504,0,21
1504135694,504,275490,81890,1638.9397,0,0.03219901,0,21
1504135695,504,170530,318731,1896.0853,0,0.08202895,0,21
1504135696,504,223430,361190,854.0696,0,0.103788175,0,21
1504135697,504,54220,300760,1042.0024,0,0.064232595,0,21
1504135698,504,345580,246510,470.96655,0,0.12870009,0,21
1504135699,504,222970,240970,4921.383,0,0.04247764,0,21
1504135700,504,98200,241300,2537.1252,0,0.036654107,0,21
1504135701,504,202610,166660,1565.6223,0,0.0632862,0,21
1504135702,504,335730,402790,3756.5852,0,0.055960484,0,21
1504135703,504,227340,135440,3595.8762,0,0.037145633,0,21
1504135704,504,348440,192270,19936.12,0,0.043453813,0,21
1504135705,504,258300,328990,1651.0248,0,0.035241522,0,21
1504135706,504,169440,179150,4453.587,0,0.07163384,0,21
1504135707,504,102130,416891,308.97253,0,0.08004758,0,21
1504135708,504,312890,85360,524.6265,0,0.13444601,0,21
1504135709,504,153740,281920,196.47955,0,0.08545424,0,21
1504135710,504,31570,19960,3471.8809,0,0.081340864,0,21
1504135711,504,256710,282140,2606.4575,0,0.09264211,0,21
1504135712,504,454970,349930,2031.0598,0,0.04342981,0,21
1504135713,504,51090,168570,584.2584,0,0.118314505,0,21
1504135714,504,289970,482190,1023.2078,0,0.07958725,0,21
1504135715,504,328190,311460,242.13857,0,0.17360538,0,21
1504135716,504,442980,338961,32351.055,0,0.051328976,0,21
1504135717,504,280880,78780,229.80823,0,0.0321129,0,21
1504135718,504,66990,304680,3452.027,1,0.49997312,0,21
1504135719,504,84740,482250,2634.1958,0,0.033388294,0,21
1504135720,504,84720,58640,1472.0935,0,0.029154798,0,21
1504135721,504,44000,240720,3042.5688,0,0.030856349,0,21
1504135722,504,103460,182041,12894.08,0,0.035820264,0,21
1504135723,504,463610,430420,1523.8945,0,0.024072472,0,21
1504135724,504,112280,287891,752.32263,0,0.18930371,0,21
1504135725,504,373540,289091,505.64722,0,0.036377005,0,21
1504135726,504,372940,180940,1245.4795,0,0.07048254,0,21
